酒蔵,ブランド,商品名,分類,使用米,精米歩合,流通区分,備考,出典URL,page_status,page_title,page_description,page_published,page_modified,page_history_excerpt,page_error,search_query,search_results,search_error
賀茂鶴酒造,賀茂鶴,本醸造生貯蔵酒 ひやしざけ,本醸造,,,季節商品,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/hiyashizake720.html,200,季節限定酒 本醸造生貯蔵酒 ひやしざけ 720ｍl 賀茂鶴 直営オンラインストア,夏の季節限定酒、賀茂鶴「四季酒 ひやしざけ」。四号蔵 中須賀杜氏が醸した本醸造生貯蔵酒。きりりと冷やして、清々しい喉越しをお楽しみください。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,数量: 本 在庫: 品切れ 在庫 品切れ 返品についての詳細はこちら 本醸造生貯蔵酒 ひやしざけ 令和八年 夏の季節酒、「ひやしざけ」は6月5日(金)より出荷を開始いたします。 | 仕込み蔵は最新の空調・機械設備を有する「四号蔵」。 | 中須賀杜氏を中心とした四号蔵醸造スタッフが丹念に仕込みました。 | 搾ったお酒は生酒の状態で貯蔵し、出荷前に火入れを一回行う「生貯蔵酒」としてフレッシュさを残したまま、出荷いたします。,,"""本醸造生貯蔵酒 ひやしざけ"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,樽酒,普通酒・上撰,,,一般流通,,https://shop.kamotsuru.jp/SHOP/taruzake1800.html,200,樽酒 瓶詰 1.8L 賀茂鶴 直営オンラインストア,賀茂鶴こだわりのお酒を紙パックに。持ち運びも後片付けも簡単便利！バランスのよいコクのある旨口の味わいは飲みあきしない、調和の取れた味わいです。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,2020年の『全国燗酒コンテスト』の特殊ぬる燗部門（にごり酒・古酒・樽酒・極甘酒などの種類を45度で審査）で金賞をいただき、2023年の同コンテスト（同部門）で最高金賞をいただきました。 | 歴代の杜氏が醸し続けてきた味を守ることは、ただ同じ味を造り続けることではありません。,,"""樽酒"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,特別本醸造 蔵出し原酒,特別本醸造,,,限定流通,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/kuradashi-genshu720.html,200,特別本醸造 蔵出し原酒 720ml【賀茂鶴メンバーズ限定】 賀茂鶴 直営オンラインストア,賀茂鶴 蔵元限定品の特別本醸造「蔵出し原酒」。穏やかな香りとまろやかな旨味が特徴の原酒。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 穏やかな香りとまろやかな旨味が特徴の原酒 広島県の豊かな自然に育まれた酒造好適米だけを吟味し、 丹念に磨き、じっくりと伏流水で仕込みました。 | 見学室直売所でしか買えない特別なお酒 ※見学室直売所と賀茂鶴メンバーズ会員様限定販売の商品です。 | 」 実はこれこそ、代々の杜氏から現在の杜氏まで脈々と受け継がれてきた賀茂鶴の酒の本質。 | 各蔵の事務所や会所場（休憩所）に飾されたこの額の存在は、杜氏たちが飽くことなく酒造りを自問自答し続けてきた歴史の証です。,,"""特別本醸造 蔵出し原酒"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,特別本醸造 超特撰特等酒,特別本醸造,,,一般流通,,https://shop.kamotsuru.jp/SHOP/tokutou1800.html,200,特別本醸造 超特撰特等酒 1.8L 賀茂鶴 直営オンラインストア,2011年「燗酒コンテスト」で最高位大賞を受賞。伝統の技で醸した賀茂鶴本流の酒。ふくよかな香り、深いコクと濃醇な旨味があり、幅広い温度帯で、様々な料理に寄り添う特別本醸造酒。東京・銀座の「すきやばし次郎」、 名古屋・伏見「大甚」、京都・先斗町「ますだ」など全国の名店でお取扱いいただいております。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 賀茂鶴酒造株式会社法人設立100周年記念キャンペーン「賀茂鶴 Instagram フォトコンテスト」の2017年11月受賞作品 しっかり楽しめる、日本酒の定番サイズ 容器サイズ 1.8L１本化粧箱入 サイズ：115×115×410（ｍｍ） （1.8L瓶サイズ：110×110×400（ｍｍ）） ふくよかな香りと程よいコク 伝統の特別本醸造酒 燗酒に最適。 | 広島県の豊かな自然に育まれた酒造好適米だけを吟味し、 丹念に磨き、じっくりと伏流水で仕込みました。 | ふくよかな香り、深いコクと濃醇な旨味のある特別本醸造酒です。 | 燗にして旨い日本酒を専門家が選ぶ大会「燗酒コンテスト」で、2011年から2013年、3年連続金賞受賞。,,"""特別本醸造 超特撰特等酒"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,生囲い純米,純米,,,一般流通,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/namakakoi-junmai720.html,200,生囲い純米 720ml 賀茂鶴 直営オンラインストア,賀茂鶴酒造の純米生貯蔵酒。フレッシュで素材の味が生きる辛口純米酒。原料米を吟味し、丹念に磨き、 じっくりと伏流井水で仕込みました。爽やかで程よい酸味があり、料理に寄り添います。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,"シーン コンテスト受賞酒 生囲い純米 720ml 価格: ¥1,298 (税込) [ポイント還元 12ポイント～] 販売期間： 包装形態をお選びください【必須】: のし紙をご選択の場合は、化粧箱にのし紙を貼り、その上から包装いたします。 | 数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 冷蔵庫に収まるサイズ 容器サイズ 720ml １本入化粧箱 サイズ：83×83×301（ｍｍ） （720ml瓶サイズ：77×77×296（mm）） 米の旨味を生かした新鮮で爽やかな純米生貯蔵酒 原料米を吟味し、丹念に磨き、 じっくりと伏流井水で仕込みました。 | さらに、プラチナ賞の中から選出される優秀賞も受賞しました。 | ＊2017年に始まったKura Masterは、フランスのソムリエやシェフを中心としたプロフェッショナルによる審査で知られ、欧州市場における日本酒の評価指標として高い注目を集めている国際的なコンクールです。",,"""生囲い純米"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,生貯蔵酒 冷温「蔵生」囲い,普通酒・上撰,,,一般流通,,https://shop.kamotsuru.jp/SHOP/kuranama1800.html,200,生貯蔵酒 冷温「蔵生」囲い 1.8L 賀茂鶴 直営オンラインストア,新鮮な香りと爽快な味わいの賀茂鶴 冷温蔵生囲い。冷やして楽しむ生貯蔵酒。2020年「ワイングラスでおいしい日本酒アワード」アワードメイン部門金賞受賞。お好み焼きなど濃い味のお料理にもおすすめのお酒。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,2019 年イギリスで開催された「ロンドン酒チャレンジ」普通酒部門で金賞に選ばれ、 2020年には「ワイングラスでおいしい日本酒アワード」アワードメイン部門金賞に選ばれました。,,"""生貯蔵酒 冷温「蔵生」囲い"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,白壁の郷,普通酒・上撰,,,一般流通,,https://shop.kamotsuru.jp/SHOP/sirakabe1800.html,200,白壁の郷 1.8L 賀茂鶴 直営オンラインストア,もち米を加えて仕上げた四段仕込の日本酒。賀茂鶴では数少ない濃醇旨口の味わい。秋から冬にかけては燗酒がおすすめ。「燗酒」は安らぎを感じさせ、ときには 癒しを感じます。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら もち米を加えて仕上げた四段仕込 甘口の味わい 最も日本酒が消費されていた頃の濃醇旨口の味わいです。 | 全国燗酒コンテスト2025にて金賞受賞 2025年8月19日、お燗にして美味しいお酒を審査する「全国燗酒コンテスト2025」の審査結果が発表され、 「白壁の郷」がお値打ち熱燗部門（審査温度50℃～55℃）で金賞を受賞しました。 | 粒の揃った良質な酒米を使うことができるのは、地元農家の協力があるからこそ。 | また精米においては、1898年(明治31年) には日本初の動力精米機を導入。,,"""白壁の郷"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米吟醸,純米吟醸,,,限定流通,,https://shop.kamotsuru.jp/SHOP/GP-A1.html,200,純米吟醸 1.8L (GP-A1) 化粧箱入 賀茂鶴 直営オンラインストア,広島県産の酒造好適米で醸したこの酒は、酒米本来の旨味を感じる純米吟醸。冷酒あるいはぬる燗までの幅広い温度帯でふくよかな香りと芳醇な旨味をお楽しみください。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) のし：志×蓮のし(弔事) のし：志×黄白(弔事) のし：その他 のし表書き：その他: ※上記リストにない場合はお書き下さい。 | 粒の揃った良質な酒米を使うことができるのは、地元農家の協力があるからこそ。 | また精米においては、1898年(明治31年) には日本初の動力精米機を導入。 | 広島の吟醸造り 軟水は酒造りにあまり適さないとされていましたが、明治時代後期に広島杜氏の祖・三浦仙三郎氏が軟水で良質な酒を造る醸造法を開発。,,"""純米吟醸"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米吟醸 一滴入魂,純米吟醸,,,一般流通,公式直営ECで販売中を確認。SKU層から商品層へ補完。,https://shop.kamotsuru.jp/SHOP/itteki720.html,200,純米吟醸 一滴入魂 720ml 賀茂鶴 直営オンラインストア,香味バランスのとれたキレの良い純米吟醸。2016年には「全国燗酒コンテスト」プレミアム燗酒部門 最高金賞を受賞。飲み飽きしない、柔らかな口当たりで食中酒としてもおすすめ。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,最高金賞をいただきました 純米吟醸「一滴入魂」は、「ワイングラスでおいしい日本酒アワード」で2014年と2018年にメインアワード部門で金賞に選ばれました。 | 2016年には温めて美味しい日本酒を専門家が選ぶ大会「全国燗酒コンテスト」プレミアム燗酒部門で最高金賞に選ばれました。 | そして、2025年にもプレミアム熱燗部門金賞にも選ばれています。 | また、この純米吟醸「一滴入魂」は、海外でも評価が高く、2019年 中国で開催された「SAKE-China」吟醸 / 純米吟醸部門で金賞にも選ばれました。,,"""純米吟醸 一滴入魂"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米吟醸 五,純米吟醸,,,限定流通,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/junmaiginjo-go.html,200,純米吟醸 五 720ｍｌ【賀茂鶴メンバーズ限定】 賀茂鶴 直営オンラインストア,・・・ 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 香り穏やかで旨味のある、食中酒に適した純米吟醸酒 原料に幻の酒米「広島錦」、「協会５号酵母（賀茂鶴酵母）」を用い醸しました。 | 賀茂鶴酒造発祥の「協会５号酵母」で醸した純米酒 明治時代に酵母がアルコールを造っていることが分かり、日本醸造協会が良質な酒を醸す銘醸蔵の酵母を純粋培養し、全国の酒蔵に配布するようになったのが協会酵母の始まりです。 | 賀茂鶴酵母の優秀性が認められ、５番目の「協会酵母」として各地の蔵に配布されていきました。 | 幻の酒米「広島錦」 種籾から復活させた「広島錦」は、 昭和初期に広島県で推奨品種とされていた酒米です。,,"""純米吟醸 五"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米大吟醸 大吟峰,純米大吟醸,山田錦100%,50％,一般流通,,https://shop.kamotsuru.jp/SHOP/originalbottle_DK-B1.html,200,【オリジナルラベル】純米大吟醸 大吟峰720ml (DK-B1) 木箱入 賀茂鶴 直営オンラインストア,・・・ 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,企業様の周年や新年のご挨拶、ご勇退の記念などビジネスシーンでもお使いいただけます。 | アルコール分：15度以上16度未満 原材料名：米(広島県産)、米こうじ(広島県産米) 精米歩合：50％ 原料米：山田錦 100% 酒米の王様「山田錦」 「山田錦」は、数ある酒造好適米の中でも、その品質、知名度、作付面積でトップを誇る品種で、「酒造好適米(酒米)の王様」とも呼ばれています。 | 2017年の雑誌「pen」でソムリエが選ぶおいしい日本酒として掲載され、 2020年には「ワイングラスでおいしい日本酒アワード」 でプレミアム純米部門で金賞と、各方面で評価されています。,,"""純米大吟醸 大吟峰"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米大吟醸 広島錦,純米大吟醸,,,一般流通,,https://shop.kamotsuru.jp/SHOP/HK-180.html,200,純米大吟醸 広島錦 180ml 化粧箱入 賀茂鶴 直営オンラインストア,幻の酒米「広島錦」を精米歩合38％まで磨き、賀茂鶴発祥の「協会５号酵母」で醸した純米大吟醸。2019KuraMaster日本酒コンクール純米大吟醸部門で金賞受賞。華やかな香りにやわらかでふくよかな甘味が特徴。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) のし：志×蓮のし(弔事) のし：志×黄白(弔事) のし：その他 のし表書き：その他: ※上記リストにない場合はお書き下さい。 | 多くのお客様からご要望をいただいておりました、プレミアム日本酒の小瓶サイズ単品販売を開始いたしました。 | 2023年に開催されたG7広島サミットで各国首脳に振る舞われた特別な逸品「純米大吟醸 広島錦」。 | 法人設立100周年を契機に、広島の素材にこだわり造り上げた純米大吟醸 広島生まれの幻の酒米「広島錦」と、賀茂鶴にゆかりのある「協会5号酵母（賀茂鶴酵母）」を使用。,,"""純米大吟醸 広島錦"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米大吟醸 広島錦 精米歩合38% 超辛口,純米大吟醸,,,限定流通,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/hiroshimanishiki38_karakuchi.html,200,【蔵元限定酒】純米大吟醸 広島錦 精米歩合38% 超辛口 720ml〈共通化粧箱入〉 賀茂鶴 直営オンラインストア,・・・ 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,他の商品も一緒にご注文の場合、この商品に合わせて出荷します。 | 選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) のし：志×蓮のし(弔事) のし：志×黄白(弔事) のし：その他 のし表書き：その他: ※上記リストにない場合はお書き下さい。 | 数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 蔵元限定酒 純米大吟醸 広島錦 精米歩合38% 超辛口 720ml 蔵元でしか買えない「蔵元限定酒」に新しいお酒が仲間入り。 | 辛口好きの方にこそ、味わっていただきたい蔵元限定酒です。,,"""純米大吟醸 広島錦 精米歩合38% 超辛口"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米大吟醸 広系酒33号,純米大吟醸,,,限定流通,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/junmaidaiginjo-hirokei720.html,200,純米大吟醸 広系酒33号 720ml【賀茂鶴メンバーズ限定】 賀茂鶴 直営オンラインストア,賀茂鶴 蔵元限定品。新しい酒米「広系酒三十三号」を精米歩合50％まで磨き、2号蔵椋田杜氏が醸した純米大吟醸酒。果実のような香りと旨味と酸味のバランスのとれた味わい。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 冷蔵庫に収まるサイズ 容器サイズ 720ml １本入化粧箱 サイズ：83×83×301（ｍｍ） （720ml瓶サイズ：77×77×296（mm）） 新しい酒米で醸した純米大吟醸 酒米「広系酒三十三号」を精米歩合50％まで磨き醸した純米大吟醸酒。 | 「広系酒三十三号」は広島県立総合技術研究所農業技術センターが開発した新しい酒米です。 | 【新規酒造好適米として申請中】 本数限定 ※見学室直売所と賀茂鶴メンバーズ会員様限定販売の商品です 果実のような香りの純米大吟醸 賀茂鶴の味わい 賀茂鶴の酒は創醸以来「アマ・カラ・ピン・ウマ」の四拍子揃った味を心掛けています。 | 歴代の杜氏が醸し続けてきた味を守ることは、ただ同じ味を造り続けることではありません。,,"""純米大吟醸 広系酒33号"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米大吟醸 瑞兆賀茂鶴,純米大吟醸,,,一般流通,公式直営ECで販売中を確認。SKU層から商品層へ補完。,https://shop.kamotsuru.jp/SHOP/zuicho720.html,200,純米大吟醸 瑞兆賀茂鶴 720ml 化粧箱入 賀茂鶴 直営オンラインストア,伝統の技で醸した、渾身の純米大吟醸酒 雫酒。圧力を加えずに自然の力で滴る雫酒は限りなく純粋できめ細かな香りと優雅な味わい。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,他の商品も一緒にご注文の場合、この商品に合わせて出荷します。 | 選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) のし：志×蓮のし(弔事) のし：志×黄白(弔事) のし：その他 のし表書き：その他: ※上記リストにない場合はお書き下さい。 | 平成元年に「地元の米、地元の水で酒を仕込もう」という呼びかけのもと、地元稲作農家と酒蔵が協力して東広島酒米栽培推進協議会を結成し酒米の栽培が始まりました。 | 東広島酒米栽培推進協議会は県内他産地との差別化を図るため、「山田錦」単一品種のみの栽培から始め、技術者による遺伝的種子選抜や栽培方法の統一化を行いながら、高品質化を図っています。,,"""純米大吟醸 瑞兆賀茂鶴"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米酒,純米,のもつ旨味と純米特有の酸味とがほどよくマッチした爽やかな辛口純米酒,,一般流通,,https://shop.kamotsuru.jp/SHOP/junmai1800.html,200,純米酒 1.8L 賀茂鶴 直営オンラインストア,米のもつ旨味と純米特有の酸味が程よくマッチした爽快辛口。飲み方は冷やでも燗でも問わない、料理に寄り添う純米酒。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,コンテストで金賞を受賞 16年目を迎える、「ワイングラスでおいしい日本酒アワード」。 | 254社から1091点のエントリーがあり、2025年メイン部門にて金賞を受賞しました。,,"""純米酒"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米酒 しぼりたて,純米,,65%,季節商品,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/346519/346479/list.html,200,【季節限定】 純米酒 しぼりたて 賀茂鶴 直営オンラインストア,【季節限定】 純米酒 しぼりたて 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,心を込めて仕込んだ新酒を、その名の通り“しぼりたて”の状態で一度だけ火入れし、できたての風味をそのままお届けします。 | 醸した蔵・杜氏のご紹介 醸造は昨年に引き続き、四号蔵杜氏・中須賀玄治が担当。 | 四号蔵は、レギュラー酒を中心に、賀茂鶴ラインナップの多くを仕込む、最新の空調・機械設備を有した醸造蔵。 | 中須賀杜氏の他、若手醸造スタッフ中心に丹念に仕込みました。,,"""純米酒 しぼりたて"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米酒 にごり酒,純米,,,季節商品,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/346519/346502/list.html,200,純米酒にごり酒 賀茂鶴 直営オンラインストア,純米酒にごり酒 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,賀茂鶴の杜氏おすすめの季節限定酒 友安総杜氏からのコメント「日本酒未経験の方にも、飲んでいただきたいです。,,"""純米酒 にごり酒"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,純米酒 ひやおろし,純米,,,季節商品,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/hiyaoroshi720.html,200,季節限定酒 純米酒 ひやおろし 720ML 賀茂鶴 直営オンラインストア,秋の季節限定酒。賀茂鶴「純米ひやおろし」は、2号蔵椋田杜氏が広島県産雄町で醸した、穏やかな香りとまるみのある味わいの純米酒。飲み方を問わず、秋の味覚に寄り添います。 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら ※2026年は9月4日(金)より出荷開始予定 穏やかな香り、深い旨味の熟成した味わい 2026年、秋の季節限定酒「純米 ひやおろし」。 | トンボが舞い始める秋口に、ほどよい熟成を経た飲み頃の状態で出荷されます。 | 〈賀茂鶴酒造 二号蔵杜氏 椋田茂 醸造〉 広島県産「雄町」100％使用 お隣の岡山県で生まれた酒米「雄町（おまち）」は、「山田錦」「五百万石」「美山錦」と並ぶ4大酒造好適米のひとつ。 | 「『ひやおろし』は季節限定酒だからこそ、毎年さまざまな挑戦ができるお酒です。,,"""純米酒 ひやおろし"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,花咲かじいさん 純米吟醸 萌えいぶき,純米吟醸,,,限定流通,オンラインストア限定・数量限定。公式ECでは売切,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html,200,冷酒におすすめ 賀茂鶴 直営オンラインストア,冷酒におすすめ 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,賀茂鶴の3人の杜氏が季節ごとの日本酒の味わいを醸します。,,"""花咲かじいさん 純米吟醸 萌えいぶき"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,豊醇冷酒,普通酒・上撰,,,一般流通,2026-09-06現行性を公式情報で再確認,https://shop.kamotsuru.jp/SHOP/346437/346505/list.html,200,豊醇冷酒 賀茂鶴 直営オンラインストア,豊醇冷酒 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,,,"""豊醇冷酒"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
賀茂鶴酒造,賀茂鶴,賀茂鶴 光壽,その他,,28%,一般流通,公式直営ECで販売中を確認。SKU層から商品層へ補完。,https://shop.kamotsuru.jp/SHOP/kouju750.html,200,スパークリング日本酒 賀茂鶴光壽 750ml 化粧箱入 賀茂鶴 直営オンラインストア,スパークリング日本酒 瓶内二次発酵による発泡性 低アルコール純米酒 広島県産山田錦 精米歩合28％ 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,,,他の商品も一緒にご注文の場合、この商品に合わせて出荷します。 | 選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) のし：志×蓮のし(弔事) のし：志×黄白(弔事) のし：その他 のし表書き：その他: ※上記リストにない場合はお書き下さい。 | 数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら スパークリング日本酒 賀茂鶴 光壽 「賀茂鶴 光壽」は、賀茂鶴酒造が5年余りの歳月をかけ開発したスパークリング日本酒です。 | 酒米の王様とも呼ばれる山田錦(広島県産)を精米歩合28%まで磨き込み、瓶内二次発酵方式による製法で米の旨みを感じさせながらも、雑味のない、澄んだ味わいに仕上げました。,,"""賀茂鶴 光壽"" ""賀茂鶴酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
