record_id,酒蔵,ブランド,商品名,正式名称,販売状態,販売状態確認日,特定名称,精米歩合,アルコール度数,日本酒度,酸度,アミノ酸度,甘辛度,使用米,酵母,製法,おすすめ温度,おすすめ酒器,料理ペアリング,おすすめシーン,容量,価格,発売時期,終売時期,備考,詳細ファイル,主出典ID,出典数
HAKUBOTAN_5DE4177CA3,白牡丹酒造,白牡丹,酒まつり限定 純米にごり酒,酒まつり限定 純米にごり酒,不明,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,2024年公式案内。例年の酒まつり限定、現在状態不明,白牡丹酒造/酒まつり限定 純米にごり酒.md,SRC_DF9527103D0A,1
HAKUBOTAN_4016675806,白牡丹酒造,白牡丹,長期低温熟成 大吟醸 FLUSSO,長期低温熟成 大吟醸 FLUSSO,販売中,2026-09-05,大吟醸,40％,,,,,,山田錦 日本酒度 非公表 酸度 非公表 アミノ酸度 非公表 おすすめの飲み方 常 温 冷 酒 公式ネットショップへ 一覧へ戻る 〒739-0011 広島県東広島,,,,,,,,,,,,白牡丹酒造/長期低温熟成 大吟醸 FLUSSO.md,SRC_414FB86A0364,1
FUKUBIJIN_9953F5B0F9,福美人酒造,福美人,上撰 さけパック,上撰 さけパック,販売中,2026-09-05,,70%,15度,-2.0,1.5,1.5,,,,,燗酒,,,,,,,,,福美人酒造/上撰 さけパック.md,SRC_54FAEC4A9C0E,1
FUKUBIJIN_5493044407,福美人酒造,福美人,大吟醸,大吟醸,販売中,2026-09-05,大吟醸,40%,16度,+2.5,1.0,1.0,,"山田錦（兵庫県産１００） 拡大表示 福美人 大吟醸 300ml 【自宅用におすすめ】 販売期間: 価格: 1,020円 (税込) var arrVari = [",,,,,,,,,,,,福美人酒造/大吟醸.md,SRC_A1E12BFACA50,1
FUKUBIJIN_6A17E53D36,福美人酒造,福美人,大吟醸 蔵乃華 （ くらのはな ）,大吟醸 蔵乃華 （ くらのはな ）,販売中,2026-09-05,大吟醸,40%,17度,+2.0,1.7,1.4,,"山田錦（兵庫県産100％） 拡大表示 福美人 大吟醸 蔵乃華 （ くらのはな ） 1,800ml [ 特製桐箱入 ] 【ギフトにおすすめ】 販売期間: 価格:",,,,,,,,,,,,福美人酒造/大吟醸 蔵乃華 （ くらのはな ）.md,SRC_7E6DFBCD66A9,2
FUKUBIJIN_7B72C7BC93,福美人酒造,福美人,大吟醸 西條酒造学校,大吟醸 西條酒造学校,販売中,2026-09-05,大吟醸,40%,16度,+3.0,1.5,1.1,,"山田錦（兵庫県産１００） 拡大表示 福美人 大吟醸 西條酒造学校 720ml [ 豪華化粧箱入 ] 販売期間: 価格: 3,300円 (税込) var arrV",,,,,,,,,,,,福美人酒造/大吟醸 西條酒造学校.md,SRC_B8CE31985A8E,2
FUKUBIJIN_4FA831756B,福美人酒造,福美人,広島の酒,広島の酒,販売中,2026-09-05,,70%,15度,-4.0,1.3,1.3,,,,,燗酒,,,,,,,,,福美人酒造/広島の酒.md,SRC_FEDED7777074,1
FUKUBIJIN_CB5A21F767,福美人酒造,福美人,本醸造 舞,本醸造 舞,販売中,2026-09-05,本醸造,60%,15度,,1.5,1.5,,,,,燗酒,,,,,,,,,福美人酒造/本醸造 舞.md,SRC_CE2A93B4B3F7,1
FUKUBIJIN_745988C067,福美人酒造,福美人,樽酒,樽酒,販売中,2026-09-05,,70%,15度以上16度未満,-2.0,1.5,1.5,,,,,,,,,,,,,,福美人酒造/樽酒.md,SRC_F99A143306EF,3
FUKUBIJIN_94A75627A0,福美人酒造,福美人,特別純米酒「ひめあま」,特別純米酒「ひめあま」,販売中,2026-09-05,特別純米酒,60%,14度,-16.0,1.8,1.1,,"国産米 拡大表示 福美人 特別純米酒「ひめあま」 720ml 【あまくちの純米】 販売期間: 価格: 1,500円 (税込) var arrVari = [];",,,,,,,,,,,,福美人酒造/特別純米酒「ひめあま」.md,SRC_A55184359F53,2
FUKUBIJIN_32510DF796,福美人酒造,福美人,純米吟醸,純米吟醸,販売中,2026-09-05,純米吟醸,60%,15度,+4.0,1.8,1.8,,"国産米 拡大表示 福美人 純米吟醸 720ml 販売期間: 価格: 1,500円 (税込) var arrVari = []; var variationIma",,,燗酒,,,,,,,,,福美人酒造/純米吟醸.md,SRC_C71C5EBF7B57,2
FUKUBIJIN_2FE12A5356,福美人酒造,福美人,純米酒,純米酒,販売中,2026-09-05,純米酒,60%,15度,+3.0,1.5,1.3,,,,,燗酒,,,,,,,,,福美人酒造/純米酒.md,SRC_93F8509C10F9,2
FUKUBIJIN_A48FB46863,福美人酒造,福美人,純金箔入り,純金箔入り,販売中,2026-09-05,,70%,15度,-3.0,1.4,1.3,,,,,,,,,,,,,,福美人酒造/純金箔入り.md,SRC_930E1F36A9C8,1
FUKUBIJIN_FD54F3F3A1,福美人酒造,福美人,蔵内限定 甘い口どけ豊醇原酒,蔵内限定 甘い口どけ豊醇原酒,販売中,2026-09-05,,70%,19度以上20度未満,-5.0,1.6,1.6,,,,,冷酒 / ロック,,,,,,,,,福美人酒造/蔵内限定 甘い口どけ豊醇原酒.md,SRC_887CA8F5C380,1
FUKUBIJIN_BCF5084B16,福美人酒造,福美人,角樽（つのだる）,角樽（つのだる）,販売中,2026-09-05,,70%,15度,-2.0,1.5,1.5,,,,,,,,,,,,,,福美人酒造/角樽（つのだる）.md,SRC_85AD7E4F85C3,1
SAIJOTSURU_57AD735FCB,西條鶴醸造,西條鶴,2025年西條鶴特別純米酒『 アートラベル -渦炎- 』,2025年西條鶴特別純米酒『 アートラベル -渦炎- 』,販売中,2026-09-05,特別純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/2025年西條鶴特別純米酒『 アートラベル -渦炎- 』.md,SRC_B721D8DB11B1,1
SAIJOTSURU_503EA784A3,西條鶴醸造,西條鶴,令和7年「新酒･しぼりたて」純米生原酒,令和7年「新酒･しぼりたて」純米生原酒,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/令和7年「新酒･しぼりたて」純米生原酒.md,SRC_B4649D4539D3,1
SAIJOTSURU_3735F78B9C,西條鶴醸造,西條鶴,吟醸酒「ゴールド西條鶴」,吟醸酒「ゴールド西條鶴」,販売中,2026-09-05,吟醸酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/吟醸酒「ゴールド西條鶴」.md,SRC_2F1938BF8C9A,1
SAIJOTSURU_F2EE66FE86,西條鶴醸造,西條鶴,広島流辛口吟醸 吟醸生酒,広島流辛口吟醸 吟醸生酒,販売中,2026-09-05,吟醸酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/広島流辛口吟醸 吟醸生酒.md,SRC_589D306109DB,1
SAIJOTSURU_969FF81AB3,西條鶴醸造,西條鶴,愛山純米酒75,愛山純米酒75,不明,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,2022酒まつりで販売確認。現行の愛山70とは別仕様、現在状態不明,西條鶴醸造/愛山純米酒75.md,SRC_0FAFAD1CFF80,1
SAIJOTSURU_5FF291AC5B,西條鶴醸造,西條鶴,斗ビン取り純米大吟醸,斗ビン取り純米大吟醸,不明,2026-09-05,純米大吟醸,,,,,,,,,,,,,,,,,,2022酒まつり限定販売、現在状態不明,西條鶴醸造/斗ビン取り純米大吟醸.md,SRC_0FAFAD1CFF80,1
SAIJOTSURU_283164174A,西條鶴醸造,西條鶴,新・生酛純米原酒「Natural」,新・生酛純米原酒「Natural」,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/新・生酛純米原酒「Natural」.md,SRC_AE83B4624D6C,1
SAIJOTSURU_039D0185ED,西條鶴醸造,西條鶴,純米『愛山』70,純米『愛山』70,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米『愛山』70.md,SRC_3E3900682E29,1
SAIJOTSURU_60C05F1F72,西條鶴醸造,西條鶴,純米にごり酒（微発泡タイプ生酒）,純米にごり酒（微発泡タイプ生酒）,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米にごり酒（微発泡タイプ生酒）.md,SRC_B7266AB9AAA4,1
SAIJOTSURU_3569EB6221,西條鶴醸造,西條鶴,純米吟醸「大地の冠」,純米吟醸「大地の冠」,販売中,2026-09-05,純米吟醸,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米吟醸「大地の冠」.md,SRC_D27D3F1E92F9,2
SAIJOTSURU_FB6D8D70E6,西條鶴醸造,西條鶴,純米吟醸「雄町・秋あがり」,純米吟醸「雄町・秋あがり」,販売中,2026-09-05,純米吟醸,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米吟醸「雄町・秋あがり」.md,SRC_5845083B9EDC,1
SAIJOTSURU_BD943F128B,西條鶴醸造,西條鶴,純米大吟醸「西鶴」,純米大吟醸「西鶴」,販売中,2026-09-05,純米大吟醸,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米大吟醸「西鶴」.md,SRC_B94E95E50E49,1
SAIJOTSURU_204F8CB4E5,西條鶴醸造,西條鶴,純米大吟醸原酒「神髄」,純米大吟醸原酒「神髄」,販売中,2026-09-05,純米大吟醸,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米大吟醸原酒「神髄」.md,SRC_8B60D7D1B1E1,4
SAIJOTSURU_769548B5D6,西條鶴醸造,西條鶴,純米大吟醸原酒「飛天空」,純米大吟醸原酒「飛天空」,販売中,2026-09-05,純米大吟醸,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米大吟醸原酒「飛天空」.md,SRC_E0100E768DFE,1
SAIJOTSURU_7F99D61934,西條鶴醸造,西條鶴,純米生原酒,純米生原酒,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米生原酒.md,SRC_B5FD52D718C7,1
SAIJOTSURU_71F3FA097A,西條鶴醸造,西條鶴,純米酒「大地の風」,純米酒「大地の風」,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/純米酒「大地の風」.md,SRC_A56A19736A70,2
SAIJOTSURU_F4D1C4496E,西條鶴醸造,西條鶴,辛口純米酒『きんさいや』,辛口純米酒『きんさいや』,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/辛口純米酒『きんさいや』.md,SRC_642ED1A9FF29,1
SAIJOTSURU_A365C00D07,西條鶴醸造,西條鶴,酒蔵限定酒・杜氏入魂無濾過純米生酒,酒蔵限定酒・杜氏入魂無濾過純米生酒,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/酒蔵限定酒・杜氏入魂無濾過純米生酒.md,SRC_CC4A68535F6C,1
SAIJOTSURU_B89039835B,西條鶴醸造,西條鶴,酒蔵限定酒・無濾過純米吟醸生酒,酒蔵限定酒・無濾過純米吟醸生酒,販売中,2026-09-05,純米吟醸,,,,,,,,,,,,,,,,,,,西條鶴醸造/酒蔵限定酒・無濾過純米吟醸生酒.md,SRC_5A53E748B237,1
SAIJOTSURU_46D7E02E24,西條鶴醸造,西條鶴,酒蔵限定酒・無濾過純米生酒,酒蔵限定酒・無濾過純米生酒,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,,西條鶴醸造/酒蔵限定酒・無濾過純米生酒.md,SRC_98EA5516F00D,1
SAIJOTSURU_44659D7239,西條鶴醸造,西條鶴,酒蔵限定酒・純米吟醸「備前雄町」,酒蔵限定酒・純米吟醸「備前雄町」,販売中,2026-09-05,純米吟醸,,,,,,,,,,,,,,,,,,,西條鶴醸造/酒蔵限定酒・純米吟醸「備前雄町」.md,SRC_7DAC135590AD,1
SAIJOTSURU_E06CDCDD40,西條鶴醸造,西條鶴,酒蔵限定酒・純米大吟醸原酒,酒蔵限定酒・純米大吟醸原酒,販売中,2026-09-05,純米大吟醸,,,,,,,,,,,,,,,,,,,西條鶴醸造/酒蔵限定酒・純米大吟醸原酒.md,SRC_9D48A08D632C,1
SAIJOTSURU_5064BB8426,西條鶴醸造,西條鶴,鑑評会出品酒,鑑評会出品酒,不明,2026-09-05,,,,,,,,,,,,,,,,,,,2025酒まつり限定販売、現在状態不明,西條鶴醸造/鑑評会出品酒.md,SRC_E2B5BBBAE736,1
KAMOIZUMI_ED51C78939,賀茂泉酒造,賀茂泉,COKUN,COKUN,販売中,2026-09-05,,,8度,,,,,,,,ロック,,,,,,,,,賀茂泉酒造/COKUN.md,SRC_3A8C8CFC925A,1
KAMOIZUMI_85C9C37E02,賀茂泉酒造,賀茂泉,COKUN+(こくんぷらす）,COKUN+(こくんぷらす）,販売中,2026-09-05,,,,,,,,,,,冷酒 / 常温 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/COKUN+(こくんぷらす）.md,SRC_6FEF429B1509,1
KAMOIZUMI_3B586EE69F,賀茂泉酒造,賀茂泉,COKUN（こくん）,COKUN（こくん）,販売中,2026-09-05,,,8度,,,,,,,,冷酒 / 常温 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/COKUN（こくん）.md,SRC_A05FC95BB87C,1
KAMOIZUMI_B4EDA73F5C,賀茂泉酒造,賀茂泉,COKUN＋(プラス),COKUN＋(プラス),販売中,2026-09-05,,,7度,,,,,,,,ロック,,,,,,,,,賀茂泉酒造/COKUN＋(プラス).md,SRC_3A8C8CFC925A,1
KAMOIZUMI_7434C6A0CC,賀茂泉酒造,賀茂泉,NAO,NAO,販売中,2026-09-05,,,8度,,,,,は国産米100% 購入数 本 カートに入れる 返品について | 特定商取引法に基づく表記 おすすめ商品 Rock Hopper Moon Walk 720ml,,,冷酒 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/NAO.md,SRC_1A06C011D8D8,1
KAMOIZUMI_4C3173A27F,賀茂泉酒造,賀茂泉,Rock Hopper Moon Walk,Rock Hopper Moon Walk,販売中,2026-09-05,,,,,,,,,,,,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/Rock Hopper Moon Walk.md,SRC_803F7F4573EC,2
KAMOIZUMI_90AFE814FB,賀茂泉酒造,賀茂泉,山吹色の酒,山吹色の酒,販売中,2026-09-05,,60%,15度,,,,,広島八反・新千本(国産米100%) 精米歩合：60% アルコール度数：15度 オンラインショップ 「緑泉本仕込」純米吟醸米と水の旨味を100％活かしたいという想,,,常温 / ぬる燗 / ロック,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/山吹色の酒.md,SRC_3A8C8CFC925A,3
KAMOIZUMI_88BCC7486D,賀茂泉酒造,賀茂泉,延寿,延寿,販売中,2026-09-05,,50%,16度,,1.7,,,広島県産山田錦100% 精米歩合：50%アルコール度数：16度 オンラインショップ 純米吟醸酒「朱泉本仕込」純米吟醸賀茂泉を代表するお酒が朱泉本仕込です,,,常温 / ぬる燗 / ロック,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/延寿.md,SRC_3A8C8CFC925A,4
KAMOIZUMI_743A817E48,賀茂泉酒造,賀茂泉,朱泉普通酒,朱泉普通酒,販売中,2026-09-05,,75%,15.0〜15.9度,+1.5,1.4,,,広島八反・酒造用米(国産米100%) alc度数：15度 辛口 精米歩合：75% アルコール度数：15.0〜15.9度 日本酒度：+1.5 酸度：1.4 使用酵,,,冷酒 / ぬる燗 / 熱燗 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/朱泉普通酒.md,SRC_EC5622197A3A,1
KAMOIZUMI_330C5642F9,賀茂泉酒造,賀茂泉,朱泉普通酒紙パック,朱泉普通酒紙パック,販売中,2026-09-05,,75%,15.0〜15.9度,+1.5,1.4,,,広島八反・酒造用米(国産米100%) 精米歩合：75% アルコール度数：15.0〜15.9度 日本酒度：+1.5 酸度：1.4 使用酵母：協会701号 やや辛口,,,冷酒 / ぬる燗 / 熱燗 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/朱泉普通酒紙パック.md,SRC_DA782BCE3AFA,1
KAMOIZUMI_FCBD580281,賀茂泉酒造,賀茂泉,朱泉本仕込,朱泉本仕込,販売中,2026-09-05,,60%,16度,+1.0,1.6,,,広島八反・中生新千本(国産米100%) 精米歩合：60% アルコール度数：16度 オンラインショップ 「山吹色の酒」純米吟醸弊社が自信をもって醸造している純米吟,,,常温 / ぬる燗 / ロック,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/朱泉本仕込.md,SRC_3A8C8CFC925A,5
KAMOIZUMI_70DE037654,賀茂泉酒造,賀茂泉,朱泉菰樽,朱泉菰樽,販売中,2026-09-05,,,15度,,,,,は国産米100%) アルコール度数：15度 容量：1.8L やや辛口 購入数 本 カートに入れる 返品について | 特定商取引法に基づく表記 おすすめ商品 Ro,,,冷酒 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/朱泉菰樽.md,SRC_51E3860D690C,1
KAMOIZUMI_871319B20A,賀茂泉酒造,賀茂泉,次郎丸井水,次郎丸井水,販売中,2026-09-05,,,,,,,,,,,冷酒 / 熱燗 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/次郎丸井水.md,SRC_CD70C569024A,2
KAMOIZUMI_5FE7A68CA3,賀茂泉酒造,賀茂泉,皇寿,皇寿,販売中,2026-09-05,,40%,16度,+1.0,1.2,,,山田錦100%(広島県東広島市造賀地区産米100%)精米歩合：40% アルコ―ル度数：16度 オンラインショップ 「延寿」純米大吟醸清らかな酒都・西条の伏流水と,,,常温 / ぬる燗 / ロック,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/皇寿.md,SRC_3A8C8CFC925A,4
KAMOIZUMI_89E59DCC50,賀茂泉酒造,賀茂泉,純米及川,純米及川,販売中,2026-09-05,純米酒,,15度,,,,,は国産米100% 1.8Lサイズはこちら 購入数 本 カートに入れる 返品について | 特定商取引法に基づく表記 おすすめ商品 Rock Hopper Moon,,,冷酒 / 冷やして / 常温 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/純米及川.md,SRC_46E8E64AF49F,2
KAMOIZUMI_084554EC67,賀茂泉酒造,賀茂泉,純米吟醸「古酒」,純米吟醸「古酒」,販売中,2026-09-05,純米吟醸,,16度,+1.5,1.8,,,広島八反・新千本(国産米100%) 製米歩合：60% アルコール度数：16度 日本酒度：+1.5 酸度：1.8 容量：720ml 購入数 本 カートに入れる 返,,,冷酒 / 常温 / ぬる燗 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/純米吟醸「古酒」.md,SRC_F28174227DA4,1
KAMOIZUMI_AAD4F4560E,賀茂泉酒造,賀茂泉,純米吟醸生原酒 ROCK HOPPER,純米吟醸生原酒 ROCK HOPPER,販売中,2026-09-05,純米吟醸,70%,15度,,,,,山田錦100％(東広島市造賀地区産米100％) 精米歩合：70% アルコール度数：15度 オンラインショップ 「造賀純米酒 ひやおろし」純米酒外気と蔵内の気温が,,,ロック,,,,,,,,2026-08-07時点で720ml完売。終売とは確認できない,賀茂泉酒造/純米吟醸生原酒 ROCK HOPPER.md,SRC_3A8C8CFC925A,2
KAMOIZUMI_FC8B13B694,賀茂泉酒造,賀茂泉,純米吟醸生原酒 RockHopper,純米吟醸生原酒 RockHopper,販売中,2026-09-05,純米吟醸,,,,,,,,,,,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/純米吟醸生原酒 RockHopper.md,SRC_7CEFB28E90D7,2
KAMOIZUMI_E9117D7F46,賀茂泉酒造,賀茂泉,純米大吟醸,純米大吟醸,販売中,2026-09-05,純米大吟醸,50%,16度,,1.7,,,広島県産山田錦100% 精米歩合：50% アルコール度数：16度 日本酒度：±0.0 酸度：1.7 使用酵母：KA-1 容量：500ml やや辛口 アメリカへも,,,冷酒 / 冷やして / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/純米大吟醸.md,SRC_472ED573AC0D,1
KAMOIZUMI_CAC5A2DEA3,賀茂泉酒造,賀茂泉,純米大吟醸｢広大｣,純米大吟醸｢広大｣,販売中,2026-09-05,純米大吟醸,50%,16度,+3.0,1.5,,,広島県産山田錦100% 精米歩合：50% アルコール度数：16度 日本酒度：+3.0 酸度：1.5 使用酵母：KA-1 容量：720ml 辛口 購入数 本 カー,,,冷酒 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/純米大吟醸｢広大｣.md,SRC_159D0406AB68,1
KAMOIZUMI_86FCF503C2,賀茂泉酒造,賀茂泉,純米酒 一 (はじめ),純米酒 一 (はじめ),販売中,2026-09-05,純米酒,75%,15度,,,,,酒造用米（国産米100%） 精米歩合：75% 甘辛度：やや辛口 アルコール度数：15度 2015年スローフードジャパン燗酒コントスト金賞受賞酒 2018年全国燗,,,冷酒 / ぬる燗 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/純米酒 一 (はじめ).md,SRC_A9CE80F6DE72,3
KAMOIZUMI_EFF3448FBA,賀茂泉酒造,賀茂泉,純米酒｢広大｣,純米酒｢広大｣,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/純米酒｢広大｣.md,SRC_E51A86058DDC,1
KAMOIZUMI_9090B7DB12,賀茂泉酒造,賀茂泉,緑泉普通酒,緑泉普通酒,販売中,2026-09-05,,75%,15.0〜15.9度,+0.5,1.4,,,広島八反・酒造用米(国産米100%) 精米歩合：75% アルコール度数：15.0〜15.9度 日本酒度：+0.5 酸度：1.4 使用酵母：協会701号 やや辛口,,,冷酒 / 熱燗 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/緑泉普通酒.md,SRC_C2825D54C31E,1
KAMOIZUMI_AE0C0C96D4,賀茂泉酒造,賀茂泉,緑泉普通酒紙パック,緑泉普通酒紙パック,販売中,2026-09-05,,75%,15.0〜15.9度,+0.5,1.4,,,広島八反・酒造用米(国産米100%) 精米歩合：75% アルコール度数：15.0〜15.9度 日本酒度：+0.5 酸度：1.4 使用酵母：協会701号 やや辛口,,,冷酒 / 熱燗 / 燗酒,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/緑泉普通酒紙パック.md,SRC_40D71766CEB8,1
KAMOIZUMI_0D936BFEFA,賀茂泉酒造,賀茂泉,緑泉本仕込,緑泉本仕込,販売中,2026-09-05,,60%,15～15.9度,,,,,広島八反・新千本(国産米100%) 精米歩合：60% アルコール度数：15～15.9度 オンラインショップ 「青泉純米吟醸生酒」純米吟醸冬場に仕込み、春先に搾り,,,ロック,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/緑泉本仕込.md,SRC_3A8C8CFC925A,4
KAMOIZUMI_8E355A7B5F,賀茂泉酒造,賀茂泉,蔵元限定 山田錦 純米吟醸生酒,蔵元限定 山田錦 純米吟醸生酒,販売中,2026-09-05,純米吟醸,,,,,,,,,,ロック,,,,,,,,2026-08-07公式直売所で販売中,賀茂泉酒造/蔵元限定 山田錦 純米吟醸生酒.md,SRC_EBE5F6E2C276,1
KAMOIZUMI_D5971421CD,賀茂泉酒造,賀茂泉,造賀,造賀,販売中,2026-09-05,,40%,16度,,,,,山田錦100%(広島県東広島市造賀地区産米100%)精米歩合：40% アルコ―ル度数：16度 オンラインショップ 「延寿」純米大吟醸清らかな酒都・西条の伏流水と,,,常温 / ぬる燗 / ロック,,,,,,,,,賀茂泉酒造/造賀.md,SRC_3A8C8CFC925A,1
KAMOIZUMI_88E08EBD11,賀茂泉酒造,賀茂泉,造賀純米生酒,造賀純米生酒,販売中,2026-09-05,純米酒,70%,15度,,,,,山田錦100% 産地：広島県東広島市造賀地区精米歩合：70% アルコール度数：15度 オンラインショップ 「一」純米酒 ‘はじめ’ふくらみのある柔らかな米の旨み,,,ロック,,,,,,,,,賀茂泉酒造/造賀純米生酒.md,SRC_3A8C8CFC925A,1
KAMOIZUMI_A5CB940EA6,賀茂泉酒造,賀茂泉,造賀純米酒,造賀純米酒,販売中,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,公式オンラインショップで販売確認,賀茂泉酒造/造賀純米酒.md,SRC_C90C3B0ACF80,2
KAMOIZUMI_32226EC2AB,賀茂泉酒造,賀茂泉,造賀純米酒 ひやおろし,造賀純米酒 ひやおろし,販売中,2026-09-05,純米酒,70%,15度,,,,,東広島造賀地区産山田錦100% 精米歩合：70% アルコール度数：15度 オンラインショップ 「造賀純米生酒」純米酒東広島市造賀地区で収穫された「山田錦」を10,,,ロック,,,,,,,,,賀茂泉酒造/造賀純米酒 ひやおろし.md,SRC_3A8C8CFC925A,1
KAMOIZUMI_0FE3136C06,賀茂泉酒造,賀茂泉,青泉 本仕込 生酒,青泉 本仕込 生酒,販売中,2026-09-05,,,,,,,,,,,ロック,,,,,,,,公式オンラインショップで販売確認 / 2026-08-07公式直売所で販売案内,賀茂泉酒造/青泉 本仕込 生酒.md,SRC_E13243429E6C,3
KAMOIZUMI_9B68D9B0A2,賀茂泉酒造,賀茂泉,青泉純米吟醸生酒,青泉純米吟醸生酒,販売中,2026-09-05,純米吟醸,60%,15度,,,,,山田錦100％(東広島市造賀地区産米100％) 精米歩合：70% アルコール度数：15度 オンラインショップ 「造賀純米酒 ひやおろし」純米酒外気と蔵内の気温が,,,ロック,,,,,,,,,賀茂泉酒造/青泉純米吟醸生酒.md,SRC_3A8C8CFC925A,1
KAMOTSURU_78416FCA3D,賀茂鶴酒造,賀茂鶴,上撰パック,上撰パック,販売中,2026-09-05,,,,,,,,,,,冷酒 / ぬる燗 / 熱燗 / 燗酒,,,,,,,,,賀茂鶴酒造/上撰パック.md,SRC_4E7D02C65C20,1
KAMOTSURU_3EB833A50A,賀茂鶴酒造,賀茂鶴,吟醸辛口,吟醸辛口,販売中,2026-09-05,吟醸酒,,,,,,,,,,冷酒 / 燗酒,,,,,,,,,賀茂鶴酒造/吟醸辛口.md,SRC_47CB5BDBE43B,2
KAMOTSURU_E8F16C35B4,賀茂鶴酒造,賀茂鶴,大吟醸 特製ゴールド賀茂鶴,大吟醸 特製ゴールド賀茂鶴,販売中,2026-09-05,大吟醸,,,,,,,,,,冷酒 / 燗酒,,,,,,,,,賀茂鶴酒造/大吟醸 特製ゴールド賀茂鶴.md,SRC_2E9708B9ED68,6
KAMOTSURU_EE2FDF6221,賀茂鶴酒造,賀茂鶴,大吟醸 賀茂鶴 双鶴,大吟醸 賀茂鶴 双鶴,販売中,2026-09-05,大吟醸,32％,,,,,,,,,冷酒 / 燗酒,,,,,,,,,賀茂鶴酒造/大吟醸 賀茂鶴 双鶴.md,SRC_5893C3E1510D,3
KAMOTSURU_3449F74263,賀茂鶴酒造,賀茂鶴,安芸の宮島,安芸の宮島,不明,2026-09-05,,66%,15～16度,+1.5,,,,,,,上燗 / 人肌燗 / 常温 / 冷,,,,,,,,2012年限定セット『瀬戸内紀行』構成酒。現在の販売状態は確認できず,賀茂鶴酒造/安芸の宮島.md,SRC_D8208D07C774,1
KAMOTSURU_7EDC7E37A0,賀茂鶴酒造,賀茂鶴,本醸造 からくち,本醸造 からくち,販売中,2026-09-05,本醸造,,,,,,,,,,冷酒 / 燗酒,,,,,,,,,賀茂鶴酒造/本醸造 からくち.md,SRC_8AE3DE533E18,2
KAMOTSURU_9A6C3B2EAD,賀茂鶴酒造,賀茂鶴,本醸造 上等酒,本醸造 上等酒,販売中,2026-09-05,本醸造,,,,,,,,,,冷酒 / ぬる燗 / 熱燗 / 燗酒,,,,,,,,,賀茂鶴酒造/本醸造 上等酒.md,SRC_07FA1D26F349,2
KAMOTSURU_96CB96F146,賀茂鶴酒造,賀茂鶴,本醸造 上等酒 カップ,本醸造 上等酒 カップ,販売中,2026-09-05,本醸造,,,,,,,,,,冷酒 / ぬる燗 / 熱燗 / 燗酒,,,,,,,,,賀茂鶴酒造/本醸造 上等酒 カップ.md,SRC_A6B855393FDE,1
